"Hampstead",1a,605,647,0,0,0,871,19
"Atcham",6a,653,691,0,0,5,638,140
"Tetbury",6a,399,404,1,0,1,90,194
"Tewkesbury",6a,473,481,0,0,0,170,195
"Thornbury",6a,273,285,0,5,0,233,202
"Shifnal",6a,623,630,0,0,0,161,260
"Stow on the Wold",6a,427,433,0,0,1,105,317
"Stroud (1837 onw)",6a,369,397,1,3,3,440,322
"Ross",6a,495,506,0,0,1,205,369
"Gloucester (1837-1937)",6a,325,364,0,0,1,773,414
"Newent",6a,319,323,0,0,0,99,446
"Newport S",6a,783,791,0,0,0,160,455
"Northleach",6a,421,426,0,0,0,90,479
"Cheltenham",6a,441,471,1,2,1,593,530
"Chipping Sodbury",6a,257,271,0,0,0,257,542
"Church Stretton",6a,597,599,0,0,0,50,547
"Cirencester",6a,405,419,0,0,2,239,548
"Cleobury Mortimer",6a,601,607,0,0,0,115,552
"Clun",6a,589,596,0,0,1,90,557
"Dursley",6a,287,295,0,0,2,116,626
"Madeley",6a,631,652,0,0,1,377,642
"Market Drayton",6a,747,758,0,0,1,192,659
"Ledbury",6a,483,493,1,1,1,185,708
"Leominster",6a,553,561,0,0,1,157,718
"Ludlow",6a,573,588,0,0,0,269,747
"Kington (1871 onw)",6a,563,571,2,0,1,107,775
"Ellesmere",6a,715,727,0,0,1,204,816
"Barton Regis",6a,243,256,0,0,1,229,845
"Bridgnorth",6a,609,621,1,0,2,181,922
"Bristol",6a,1,241,0,1,6,4601,929
"Bromyard",6a,545,552,0,0,1,110,933
"Wellington Sal",6a,759,781,0,0,1,407,1028
"Wem",6a,729,736,1,0,0,149,1033
"Weobley",6a,539,543,1,0,0,105,1036
"Westbury on Severn",6a,297,317,0,0,1,375,1041
"Wheatenhurst",6a,365,368,0,0,0,72,1064
"Whitchurch S (1853-1969)",6a,737,745,3,0,0,153,1068
"Winchcomb",6a,435,440,5,0,0,99,1080
"Tamworth",6b,471,491,0,0,1,382,183
"Stafford",6b,1,24,0,0,0,463,295
"Stoke upon Trent",6b,177,327,0,1,1,2978,311
"Stone",6b,25,40,0,0,1,280,314
"Newcastle under Lyme",6b,41,75,0,1,1,650,444
"Cannock",6b,529,570,0,1,0,827,504
"Cheadle",6b,369,388,0,2,2,322,526
"Leek",6b,329,368,2,2,4,670,713
"Lichfield",6b,493,527,0,0,0,692,723
"Uttoxeter",6b,389,401,0,0,0,212,787
"Burton upon Trent",6b,403,470,3,0,0,1338,944
"Walsall",6b,719,831,5,1,3,2150,1006
"West Bromwich",6b,833,978,3,0,3,2844,1038
"Wolstanton",6b,77,175,0,1,1,1942,1091
"Wolverhampton",6b,571,717,0,0,2,2859,1092
"Tenbury",6c,251,255,0,1,0,94,191
"Stourbridge",6c,147,220,1,0,0,1471,315
"Droitwich",6c,347,361,0,0,1,254,605
"Dudley (to 1912)",6c,1,146,0,1,2,2819,607
"Martley (to 1913)",6c,257,269,0,1,3,187,662
"Kidderminster",6c,221,250,0,0,2,518,762
"Kings Norton (to 1912)",6c,393,535,3,1,0,2843,767
"Upton upon Severn",6c,305,321,0,1,1,285,785
"Evesham",6c,323,335,0,0,0,249,826
"Bromsgrove",6c,363,392,0,0,1,543,932
"Pershore",6c,337,345,1,0,1,157,964
"Worcester",6c,271,303,1,1,0,664,1097
"Alcester",6d,717,731,0,0,1,276,109
"Aston (1837-1924)",6d,217,482,0,10,2,5262,139
"Atherstone",6d,491,505,0,0,0,308,141
"Foleshill",6d,535,550,0,0,1,287,162
"Shipston on Stour",6d,733,743,1,0,1,188,261
"Solihull",6d,631,666,2,2,0,694,276
"Southam",6d,745,752,3,0,0,152,279
"Stratford upon Avon",6d,701,715,0,0,1,249,319
"Rugby",6d,607,629,1,0,1,421,376
"Nuneaton",6d,507,533,0,2,0,535,490
"Coventry",6d,551,606,0,0,0,1115,571
"Meriden",6d,483,490,0,0,1,112,671
"Birmingham (1837-1924)",6d,1,215,0,3,1,4281,878
"Warwick (to 1932)",6d,667,699,2,0,2,602,1019
"Hinckley",7a,45,65,0,1,0,393,58
"Holbeach",7a,421,432,4,5,2,184,61
"Horncastle",7a,561,573,0,0,1,210,71
"Oakham",7a,355,362,0,1,0,146,89
"Ashby de la Zouch",7a,83,124,0,0,1,776,133
"Sleaford (to 1933)",7a,461,481,0,0,2,343,269
"Spalding",7a,403,419,0,0,1,265,292
"Spilsby",7a,575,593,0,0,2,296,294
"Stamford",7a,371,383,0,2,1,221,300
"Gainsborough",7a,731,761,0,1,3,524,406
"Glanford Brigg",7a,695,730,0,0,1,662,411
"Grantham (1837-1933)",7a,483,508,3,0,2,482,423
"Grimsby",7a,619,684,0,2,0,1323,432
"Caistor",7a,685,694,1,0,0,178,494
"Market Bosworth",7a,67,82,0,1,0,291,658
"Market Harborough",7a,9,20,0,0,0,233,660
"Melton Mowbray",7a,337,353,0,1,1,294,668
"Leicester (1837-1974)",7a,175,336,0,1,1,3224,714
"Lincoln",7a,509,560,1,1,2,1006,725
"Loughborough",7a,125,150,0,1,1,477,744
"Louth",7a,595,617,0,0,1,397,745
"Lutterworth",7a,1,8,0,0,0,140,750
"Uppingham",7a,363,370,0,0,1,118,784
"Barrow upon Soar",7a,151,173,0,1,2,380,841
"Billesdon",7a,21,24,0,0,0,67,874
"Blaby",7a,25,44,0,3,0,384,884
"Boston",7a,433,460,0,0,0,504,900
"Bourne (1837-1933)",7a,385,401,0,0,2,263,901
"Hayfield",7b,891,899,0,0,0,171,38
"Ashbourne",7b,689,705,4,0,1,297,132
"Shardlow",7b,495,551,0,0,3,1043,254
"Southwell",7b,447,460,0,0,1,223,291
"Glossop",7b,875,890,0,0,0,319,413
"Newark",7b,461,485,0,0,2,413,441
"Nottingham",7b,271,445,0,1,2,3441,489
"Chapel en le Frith",7b,855,874,2,0,1,327,523
"Chesterfield",7b,707,830,2,2,2,2415,536
"Derby",7b,553,630,3,0,0,1555,591
"Mansfield",7b,57,139,0,1,3,1573,656
"East Retford",7b,1,20,0,0,2,334,807
"Bakewell (1839 onw)",7b,831,853,0,0,0,432,830
"Basford",7b,141,269,0,3,4,2477,846
"Belper",7b,631,688,0,0,3,1069,860
"Bingham",7b,487,494,0,0,0,145,876
"Worksop",7b,21,56,0,0,0,678,1098
"Stockport",8a,0,113,0,1,3,2161,306
"Runcorn",8a,209,244,0,1,1,676,377
"Nantwich",8a,323,386,2,1,3,1164,436
"Northwich",8a,245,297,3,0,2,982,485
"Chester",8a,387,459,0,4,2,1396,533
"Congleton",8a,299,322,0,3,1,414,563
"Macclesfield",8a,115,156,2,0,2,762,640
"Birkenhead (1861-1998)",8a,495,623,3,4,1,2520,877
"Bucklow",8a,157,208,2,3,2,965,936
"Wirral (1837-1974)",8a,461,494,1,1,3,587,1085
"Ormskirk",8b,807,882,4,0,3,1364,95
"Toxteth Park",8b,131,230,0,2,0,1985,216
"Liverpool (1837-1934)",8b,1,129,0,0,2,2472,729
"Prescot",8b,671,806,3,1,2,2587,989
"West Derby",8b,231,670,2,3,4,8686,1043
"Chorlton",8c,721,987,11,0,3,5232,544
"Leigh",8c,277,350,0,1,2,1440,716
"Barton upon Irwell (1850-1934)",8c,645,720,1,0,1,1483,844
"Bolton",8c,351,547,2,2,4,3767,895
"Bury",8c,549,644,1,1,5,1778,945
"Warrington",8c,185,276,1,0,2,1789,1018
"Wigan",8c,1,184,0,1,4,3565,1073
"Oldham",8d,607,751,1,0,3,2835,93
"Ashton under Lyne (1848-1937)",8d,477,605,3,2,4,2431,137
"Salford",8d,1,199,0,1,2,3926,233
"Manchester (1837-1924)",8d,201,321,0,2,2,2371,652
"Prestwich",8d,323,475,3,4,0,3035,993
"Haslingden",8e,81,158,4,3,3,1437,29
"Fylde",8e,651,717,0,0,2,1276,171
"Rochdale",8e,1,79,0,9,3,1437,362
"Garstang",8e,719,728,0,0,1,139,407
"Chorley",8e,483,530,1,12,2,850,543
"Clitheroe",8e,305,320,0,0,1,257,556
"Lancaster",8e,729,779,3,0,1,940,703
"Lunesdale",8e,781,787,0,0,1,71,748
"Ulverston",8e,789,824,0,0,2,621,782
"Barrow in Furness (1876 onw)",8e,825,870,3,0,0,916,840
"Blackburn",8e,321,481,3,0,3,3114,885
"Burnley",8e,159,303,1,1,4,2809,942
"Preston",8e,531,650,2,6,4,2257,991
"Halifax",9a,371,480,1,0,1,2065,13
"Huddersfield",9a,255,369,0,2,6,2107,80
"Todmorden",9a,219,242,0,0,1,455,209
"Saddleworth",9a,243,254,1,0,0,225,231
"Sedbergh",9a,1,5,0,0,1,36,242
"Settle",9a,7,21,0,0,2,190,251
"Skipton (to 1946)",9a,23,59,0,1,4,610,267
"Ripon",9a,71,84,0,0,2,196,360
"Great Ouseburn",9a,85,93,0,0,1,137,429
"Keighley (1837-1946)",9a,171,218,1,0,1,918,752
"Knaresborough",9a,95,122,0,0,1,530,778
"Pateley Bridge",9a,61,69,0,0,3,103,956
"Wetherby",9a,123,132,0,0,0,189,1060
"Wharfedale",9a,133,170,0,0,1,718,1063
"Holbeck",9b,313,343,0,1,0,612,62
"Hunslet (1845-1929)",9b,243,312,3,3,2,1345,83
"North Bierley",9b,151,241,1,3,8,1591,461
"Dewsbury",9b,603,721,1,0,7,2156,595
"Leeds (1837-1929)",9b,409,601,9,1,2,3771,709
"Bradford",9b,1,149,0,1,2,2916,910
"Bramley (1863-1925)",9b,345,407,0,1,2,1197,913
"Hemsworth",9c,169,190,0,0,0,431,44
"Tadcaster",9c,939,963,1,0,1,478,181
"Thorne",9c,885,897,0,1,1,202,203
"Selby",9c,925,937,1,0,0,237,250
"Sheffield",9c,495,701,2,0,2,4010,255
"Rotherham",9c,703,812,0,1,2,2111,372
"Goole",9c,899,924,0,0,2,456,420
"Doncaster",9c,813,884,5,0,1,1389,599
"Ecclesall Bierlow",9c,359,494,1,2,1,2668,812
"Barnsley",9c,191,300,0,3,2,2126,838
"Pontefract",9c,99,168,0,2,2,1317,979
"Wakefield",9c,1,97,0,0,4,1797,1003
"Wortley (1838-1974)",9c,301,358,0,1,3,1049,1103
"Helmsley",9d,447,454,0,0,1,130,41
"Howden (1837-1937)",9d,83,93,0,0,1,168,77
"Hull",9d,257,321,2,1,1,1273,81
"Aysgarth",9d,693,696,0,0,0,47,147
"Thirsk",9d,433,446,0,0,3,169,201
"Scarborough",9d,375,406,0,0,1,586,238
"Sculcoates",9d,117,256,0,1,2,2688,240
"Skirlaugh",9d,329,337,0,0,2,105,268
"Stokesley",9d,663,670,0,0,1,129,312
"Richmond Yk",9d,701,712,0,0,2,157,356
"Guisborough",9d,489,528,0,1,0,732,435
"Northallerton",9d,671,678,0,0,1,127,475
"Driffield",9d,339,355,1,1,1,280,604
"Malton",9d,407,424,0,1,2,283,650
"Middlesbrough (1875-1968)",9d,529,661,2,0,1,2606,679
"Leyburn",9d,687,691,0,0,0,84,722
"Easingwold",9d,425,431,0,0,0,114,793
"Bedale",9d,679,685,15,0,1,109,854
"Beverley (1837-1937)",9d,95,115,0,0,1,369,867
"Bridlington (1837-1937)",9d,357,374,0,0,2,315,924
"York (1837-1937)",9d,1,72,0,0,4,1293,951
"Patrington",9d,323,327,0,0,0,91,957
"Pickering",9d,455,467,0,0,2,159,969
"Pocklington (1837-1937)",9d,73,81,0,0,1,157,976
"Whitby",9d,469,487,0,0,0,345,1065
"Hartlepool (1859-1938)",10a,121,198,1,0,0,1558,25
"Houghton le Spring",10a,489,528,1,0,0,791,74
"Auckland",10a,199,280,0,4,1,1606,142
"Teesdale",10a,281,294,2,0,1,236,187
"Sedgefield (1896-1938)",10a,101,120,0,0,0,387,244
"South Shields",10a,759,911,5,0,0,3052,287
"Stockton",10a,47,100,0,1,0,1065,307
"Sunderland",10a,593,757,2,1,1,3286,327
"Gateshead",10a,913,1073,6,3,0,3208,408
"Chester le Street",10a,529,591,0,0,1,1232,535
"Darlington",10a,1,46,0,0,5,804,582
"Durham (1837-1938)",10a,387,437,3,1,0,1006,615
"Lanchester (1875-1938)",10a,309,385,0,7,1,1486,705
"Easington",10a,439,487,3,1,1,928,792
"Weardale",10a,295,308,0,0,1,223,1024
"Haltwhistle",10b,399,405,0,0,0,123,16
"Hexham",10b,373,398,0,0,2,435,52
"Alnwick",10b,461,479,0,0,0,336,114
"Tynemouth",10b,199,348,3,3,3,2901,223
"Rothbury",10b,507,512,0,3,0,88,370
"Glendale",10b,501,505,0,0,0,90,412
"Newcastle upon Tyne",10b,1,198,0,1,3,3914,445
"Carlisle",10b,543,590,0,0,3,836,512
"Castle Ward",10b,349,371,0,0,1,413,516
"Cockermouth",10b,609,662,2,0,2,1012,560
"Morpeth",10b,411,460,1,1,0,989,691
"Longtown",10b,535,541,1,0,2,96,742
"Kendal (1837-1937)",10b,745,773,1,0,2,516,754
"East Ward",10b,729,738,0,1,2,134,811
"Belford",10b,481,483,0,0,0,55,858
"Bellingham",10b,407,410,0,0,0,68,859
"Berwick",10b,485,499,1,0,1,263,865
"Bootle Cul",10b,715,728,0,0,0,262,896
"Brampton",10b,529,534,1,0,1,77,915
"Penrith",10b,515,528,0,1,0,256,962
"West Ward",10b,739,744,0,0,1,85,1059
"Whitehaven",10b,663,713,3,4,1,972,1070
"Wigton",10b,591,608,0,2,1,290,1074
"Haverfordwest",11a,1223,1248,0,0,0,465,34
"Abergavenny",11a,39,61,0,0,2,398,105
"Swansea",11a,973,1060,1,5,2,1668,340
"Gower",11a,1061,1070,0,0,0,184,422
"Narberth",11a,1187,1198,0,0,0,206,437
"Neath (1837-1970)",11a,879,943,2,0,3,1216,438
"Newport M",11a,197,292,1,3,2,1856,454
"Cardiff (1837-1974)",11a,293,483,6,0,4,3714,507
"Carmarthen",11a,1163,1186,0,0,1,422,513
"Chepstow",11a,1,14,0,1,1,242,531
"Merthyr Tydfil",11a,681,817,2,2,3,2572,675
"Monmouth (1837-1939)",11a,15,37,0,0,1,428,689
"Llandilofawr",11a,1137,1161,0,1,3,377,733
"Llandovery",11a,1123,1135,1,0,6,91,734
"Llanelly (to 1974)",11a,1071,1121,0,0,3,897,736
"Bedwellty",11a,63,149,0,1,2,1671,857
"Bridgend",11a,819,878,0,1,1,1140,921
"Pembroke",11a,1199,1221,0,0,0,435,958
"Pontardawe",11a,945,971,0,0,0,532,978
"Pontypool",11a,151,195,0,0,0,862,980
"Pontypridd",11a,485,679,6,0,0,3877,981
"Hay",11b,109,114,1,2,0,105,37
"Holyhead",11b,513,531,3,0,1,333,67
"Holywell",11b,193,226,0,3,2,598,68
"Aberayron",11b,37,42,0,1,0,96,103
"Aberystwyth",11b,43,55,0,0,0,228,106
"Anglesey (1837-1937)",11b,499,511,0,0,1,215,126
"Ffestiniog",11b,375,395,0,1,0,391,158
"Forden",11b,163,175,1,1,2,192,164
"Tregaron",11b,57,62,0,0,0,78,218
"Rhayader",11b,127,133,0,0,1,107,352
"Ruthin",11b,297,310,0,8,1,172,379
"St Asaph",11b,311,331,0,0,2,361,384
"Newcastle in Emlyn",11b,15,28,0,0,2,210,443
"Newtown",11b,143,161,1,0,1,321,459
"Cardigan",11b,1,13,0,0,2,170,508
"Carnarvon",11b,413,446,1,0,1,619,514
"Conway (to 1937)",11b,477,497,0,0,0,419,565
"Corwen",11b,345,357,0,0,0,239,569
"Crickhowell",11b,85,107,1,1,3,337,576
"Dolgelly",11b,365,373,0,0,0,150,597
"Machynlleth",11b,135,142,0,0,0,138,641
"Lampeter",11b,29,35,0,0,1,78,702
"Llanfyllin",11b,177,191,0,0,1,250,737
"Llanrwst",11b,333,344,1,0,1,191,738
"Knighton",11b,115,125,1,0,1,170,779
"Bala",11b,359,363,0,0,0,70,831
"Bangor",11b,447,476,3,0,2,529,833
"Brecknock",11b,72,84,0,1,1,181,916
"Builth",11b,63,71,0,0,1,108,938
"Pwllheli (to 1937)",11b,397,411,0,0,2,242,994
"Wrexham (1837-1974)",11b,227,296,2,1,1,1342,1105