"Hampstead",1a,1349,1431,1,5,6,593,19
"Tetbury",6a,801,811,0,0,3,48,194
"Tewkesbury",6a,987,1009,0,0,10,80,195
"Thornbury",6a,525,552,0,4,9,113,202
"Shifnal",6a,1369,1383,0,0,6,56,260
"Stow on the Wold",6a,881,891,1,0,4,24,317
"Stroud (1837 onw)",6a,723,799,0,0,22,341,322
"Ross",6a,1039,1067,0,0,10,102,369
"Gloucester (1837-1937)",6a,623,711,1,0,19,491,414
"Newent",6a,610,621,0,0,4,28,446
"Newport S",6a,1725,1750,0,5,7,135,455
"Northleach",6a,861,879,0,1,7,54,479
"Cheltenham",6a,911,988,1,1,16,415,530
"Chipping Sodbury",6a,489,523,0,1,11,150,542
"Church Stretton",6a,1307,1318,2,1,3,48,547
"Cirencester",6a,813,860,0,1,19,164,548
"Cleobury Mortimer",6a,1319,1335,0,1,7,51,552
"Clun",6a,1277,1308,1,0,11,116,557
"Dursley",6a,553,570,0,1,6,55,626
"Madeley",6a,1385,1417,0,0,6,190,642
"Market Drayton",6a,1657,1681,0,1,8,110,659
"Ledbury",6a,1011,1037,1,1,10,109,708
"Leominster",6a,1187,1219,0,0,11,134,718
"Ludlow",6a,1241,1276,0,0,13,154,747
"Kington (1871 onw)",6a,1221,1240,1,1,7,77,775
"Ellesmere",6a,1577,1611,0,1,13,123,816
"Barton Regis",6a,463,488,0,0,4,160,845
"Bridgnorth",6a,1337,1367,0,1,9,132,922
"Bristol",6a,1,461,0,19,40,3193,929
"Bromyard",6a,1167,1186,0,1,8,77,933
"Wellington Sal",6a,1683,1724,0,1,12,202,1028
"Wem",6a,1613,1639,0,0,12,90,1033
"Weobley",6a,1155,1165,0,0,5,42,1036
"Westbury on Severn",6a,571,609,0,1,13,171,1041
"Wheatenhurst",6a,713,721,0,0,3,28,1064
"Whitchurch S (1853-1969)",6a,1641,1656,0,0,5,69,1068
"Winchcomb",6a,893,909,8,0,8,48,1080
"Tamworth",6b,745,791,0,0,10,270,183
"Stafford",6b,16,45,48,2,5,171,295
"Stoke upon Trent",6b,277,465,0,15,12,1315,311
"Stone",6b,47,88,0,0,13,197,314
"Newcastle under Lyme",6b,89,147,1,2,12,332,444
"Cannock",6b,867,931,4,0,7,426,504
"Cheadle",6b,525,570,0,2,10,246,526
"Leek",6b,467,524,3,4,14,312,713
"Lichfield",6b,793,865,1,0,13,413,723
"Uttoxeter",6b,571,599,0,2,9,133,787
"Burton upon Trent",6b,601,743,1,2,25,805,944
"Walsall",6b,1191,1372,1,7,15,1241,1006
"West Bromwich",6b,1373,1589,3,0,19,1550,1038
"Wolstanton",6b,149,275,0,5,8,905,1091
"Wolverhampton",6b,933,1189,3,1,31,1719,1092
"Tenbury",6c,441,461,0,0,8,68,191
"Stourbridge",6c,231,366,1,6,11,925,315
"Droitwich",6c,649,673,0,0,9,102,605
"Dudley (to 1912)",6c,1,230,0,4,13,1676,607
"Martley (to 1913)",6c,463,495,0,0,14,117,662
"Kidderminster",6c,367,440,0,5,9,467,762
"Kings Norton (to 1912)",6c,727,951,7,2,19,1583,767
"Upton upon Severn",6c,560,588,0,0,7,137,785
"Evesham",6c,589,621,0,1,13,121,826
"Bromsgrove",6c,675,725,0,0,11,306,932
"Pershore",6c,623,647,1,2,10,83,964
"Worcester",6c,497,559,1,2,8,390,1097
"Alcester",6d,1285,1319,0,3,8,171,109
"Aston (1837-1924)",6d,389,797,3,9,24,2964,139
"Atherstone",6d,819,846,0,1,7,154,141
"Foleshill",6d,883,915,0,1,7,191,162
"Shipston on Stour",6d,1321,1353,0,1,15,96,261
"Solihull",6d,1087,1153,1,2,15,368,276
"Southam",6d,1355,1373,2,3,4,89,279
"Stratford upon Avon",6d,1237,1283,0,0,17,172,319
"Rugby",6d,1037,1085,0,2,15,227,376
"Nuneaton",6d,847,882,0,0,3,251,490
"Coventry",6d,917,1035,1,3,7,855,571
"Meriden",6d,799,817,0,1,5,76,671
"Birmingham (1837-1924)",6d,1,388,0,11,17,2928,878
"Warwick (to 1932)",6d,1155,1235,3,1,16,442,1019
"Hinckley",7a,117,147,0,1,3,197,58
"Holbeach",7a,879,911,7,10,8,159,61
"Horncastle",7a,1305,1355,1,5,19,162,71
"Oakham",7a,723,742,0,2,6,87,89
"Ashby de la Zouch",7a,187,270,0,0,15,511,133
"Sleaford (to 1933)",7a,1003,1065,0,2,23,232,269
"Spalding",7a,829,877,1,1,9,290,292
"Spilsby",7a,1357,1428,0,4,24,256,294
"Stamford",7a,759,782,0,0,8,100,300
"Gainsborough",7a,1793,1859,1,2,23,284,406
"Glanford Brigg",7a,1713,1791,0,0,25,352,411
"Grantham (1837-1933)",7a,1067,1145,0,2,27,340,423
"Grimsby",7a,1538,1658,1,0,19,740,432
"Caistor",7a,1659,1711,0,0,21,182,494
"Market Bosworth",7a,149,186,0,1,12,174,658
"Market Harborough",7a,17,53,0,2,8,183,660
"Melton Mowbray",7a,683,721,0,0,12,157,668
"Leicester (1837-1974)",7a,379,681,2,3,18,2161,714
"Lincoln",7a,1147,1304,1,1,47,742,725
"Loughborough",7a,271,327,0,7,14,312,744
"Louth",7a,1429,1537,0,6,37,441,745
"Lutterworth",7a,1,18,0,0,9,48,750
"Uppingham",7a,743,757,0,0,6,48,784
"Barrow upon Soar",7a,329,377,0,6,13,241,841
"Billesdon",7a,55,78,0,0,10,68,874
"Blaby",7a,79,116,0,1,7,223,884
"Boston",7a,913,1002,0,1,15,511,900
"Bourne (1837-1933)",7a,783,827,0,0,15,188,901
"Hayfield",7b,1747,1760,1,0,2,81,38
"Ashbourne",7b,1373,1425,2,3,21,168,132
"Shardlow",7b,985,1077,0,0,21,507,254
"Southwell",7b,813,874,0,0,27,185,291
"Glossop",7b,1719,1746,0,1,1,200,413
"Newark",7b,875,948,0,0,21,360,441
"Nottingham",7b,450,811,0,1,30,2473,489
"Chapel en le Frith",7b,1683,1718,0,2,6,210,523
"Chesterfield",7b,1427,1628,1,6,22,1344,536
"Derby",7b,1079,1262,0,3,20,1221,591
"Mansfield",7b,105,221,0,0,7,835,656
"East Retford",7b,1,50,0,0,17,199,807
"Bakewell (1839 onw)",7b,1629,1681,2,1,14,244,830
"Basford",7b,223,449,0,17,27,1467,846
"Belper",7b,1263,1371,1,6,22,626,860
"Bingham",7b,949,983,0,0,14,124,876
"Worksop",7b,51,103,2,0,7,323,1098
"Stockport",8a,1,229,0,2,23,1552,306
"Runcorn",8a,429,489,2,0,10,355,377
"Nantwich",8a,619,720,2,0,17,618,436
"Northwich",8a,491,559,0,2,9,411,485
"Chester",8a,721,859,0,1,32,732,533
"Congleton",8a,561,618,0,2,14,302,563
"Macclesfield",8a,231,325,1,3,17,546,640
"Birkenhead (1861-1998)",8a,919,1093,0,1,13,1226,877
"Bucklow",8a,327,427,0,1,21,540,936
"Wirral (1837-1974)",8a,861,917,0,0,16,274,1085
"Ormskirk",8b,1243,1378,1,7,16,879,95
"Toxteth Park",8b,327,483,1,10,15,1073,216
"Liverpool (1837-1934)",8b,1,325,0,1,15,2395,729
"Prescot",8b,1063,1242,1,0,15,1256,989
"Chorlton",8c,1209,1739,5,16,48,3651,544
"Leigh",8c,385,501,2,2,9,817,716
"Barton upon Irwell (1850-1934)",8c,1084,1207,72,0,13,838,844
"Bolton",8c,503,859,1,0,34,2416,895
"Bury",8c,861,1069,3,3,25,1387,945
"Warrington",8c,253,384,2,17,16,840,1018
"Wigan",8c,1,251,0,4,19,1768,1073
"Oldham",8d,1021,1300,4,0,14,2009,93
"Ashton under Lyne (1848-1937)",8d,779,1019,5,0,21,1632,137
"Salford",8d,1,301,0,1,18,2159,233
"Manchester (1837-1924)",8d,303,535,2,14,15,1655,652
"Prestwich",8d,537,777,0,3,22,1680,993
"Haslingden",8e,177,353,3,7,20,1156,29
"Fylde",8e,1275,1389,1,13,13,726,171
"Rochdale",8e,1,175,0,3,22,1156,362
"Garstang",8e,1391,1415,0,0,7,97,407
"Chorley",8e,965,1055,4,8,14,552,543
"Clitheroe",8e,609,648,0,2,9,213,556
"Lancaster",8e,1417,1506,8,0,9,598,703
"Lunesdale",8e,1507,1515,1,0,4,20,748
"Ulverston",8e,1517,1599,1,5,16,454,782
"Barrow in Furness (1876 onw)",8e,1601,1674,1,3,3,532,840
"Blackburn",8e,649,963,4,2,32,2130,885
"Burnley",8e,355,607,0,8,19,1798,942
"Preston",8e,1057,1274,3,2,34,1340,991
"Halifax",9a,815,1118,2,1,33,2030,13
"Huddersfield",9a,543,813,0,3,41,1687,80
"Todmorden",9a,463,515,0,0,15,239,209
"Saddleworth",9a,517,541,1,0,5,142,231
"Settle",9a,5,35,0,0,9,120,251
"Skipton (to 1946)",9a,37,104,0,0,15,374,267
"Ripon",9a,123,160,0,0,10,175,360
"Great Ouseburn",9a,161,175,0,0,7,40,429
"Keighley (1837-1946)",9a,353,461,0,4,13,715,752
"Knaresborough",9a,177,237,2,2,7,392,778
"Pateley Bridge",9a,105,122,0,0,7,72,956
"Wetherby",9a,239,268,0,1,10,110,1060
"Wharfedale",9a,269,351,0,0,15,482,1063
"Holbeck",9b,645,691,2,0,3,315,62
"Hunslet (1845-1929)",9b,523,643,1,7,11,830,83
"North Bierley",9b,345,521,2,6,21,1148,461
"Dewsbury",9b,1207,1477,2,16,24,1874,595
"Leeds (1837-1929)",9b,801,1205,7,1,31,2850,709
"Bradford",9b,1,343,0,6,21,2519,910
"Bramley (1863-1925)",9b,693,799,1,0,13,690,913
"Hemsworth",9c,279,310,1,1,4,191,44
"Tadcaster",9c,1521,1567,1,3,6,286,181
"Thorne",9c,1429,1454,1,0,6,129,203
"Selby",9c,1493,1520,1,1,9,119,250
"Sheffield",9c,793,1155,4,6,14,2699,255
"Rotherham",9c,1157,1303,1,1,12,1017,372
"Goole",9c,1455,1491,1,0,8,202,420
"Doncaster",9c,1305,1427,1,9,19,728,599
"Ecclesall Bierlow",9c,579,791,1,2,22,1437,812
"Barnsley",9c,311,481,1,9,12,1201,838
"Pontefract",9c,183,278,1,1,11,627,979
"Wakefield",9c,1,182,0,1,20,1230,1003
"Wortley (1838-1974)",9c,483,577,0,5,14,604,1103
"Helmsley",9d,805,821,1,0,4,63,41
"Howden (1837-1937)",9d,151,169,0,1,5,84,77
"Hull",9d,427,557,1,5,10,951,81
"Aysgarth",9d,1231,1237,0,2,3,22,147
"Thirsk",9d,787,803,0,0,5,63,201
"Scarborough",9d,651,725,1,1,13,443,238
"Sculcoates",9d,231,425,0,15,19,1305,240
"Skirlaugh",9d,571,588,0,1,8,49,268
"Stokesley",9d,1145,1162,0,0,4,90,312
"Reeth",9d,1239,1243,0,0,1,24,349
"Richmond Yk",9d,1245,1263,0,0,5,97,356
"Guisborough",9d,883,943,0,2,11,374,435
"Northallerton",9d,1163,1193,2,0,10,139,475
"Driffield",9d,589,616,2,1,7,124,604
"Malton",9d,727,765,0,0,16,129,650
"Middlesbrough (1875-1968)",9d,945,1143,4,1,5,1510,679
"Leyburn",9d,1213,1230,0,0,7,55,722
"Easingwold",9d,767,786,0,0,6,75,793
"Bedale",9d,1195,1212,1,0,5,88,854
"Beverley (1837-1937)",9d,171,230,0,0,19,249,867
"Bridlington (1837-1937)",9d,617,649,0,2,7,181,924
"York (1837-1937)",9d,1,121,0,0,26,681,951
"Patrington",9d,559,569,0,0,5,28,957
"Pickering",9d,823,851,1,2,8,142,969
"Pocklington (1837-1937)",9d,123,150,0,0,10,108,976
"Whitby",9d,853,882,1,0,6,167,1065
"Hartlepool (1859-1938)",10a,227,340,0,9,7,819,25
"Houghton le Spring",10a,847,913,0,0,10,430,74
"Auckland",10a,341,478,2,5,17,913,142
"Teesdale",10a,479,511,0,0,8,161,187
"Sedgefield (1896-1938)",10a,205,225,0,0,3,135,244
"South Shields",10a,1257,1495,6,13,11,1719,287
"Stockton",10a,101,203,0,0,13,676,307
"Sunderland",10a,997,1255,1,1,16,1889,327
"Gateshead",10a,1497,1721,1,1,20,1592,408
"Chester le Street",10a,915,996,1,0,9,556,535
"Darlington",10a,1,99,0,0,13,636,582
"Durham (1837-1938)",10a,643,771,1,0,14,865,615
"Lanchester (1875-1938)",10a,543,641,1,4,11,661,705
"Easington",10a,773,846,1,1,9,480,792
"Weardale",10a,513,541,0,2,7,153,1024
"Haltwhistle",10b,663,675,0,0,4,48,16
"Hexham",10b,601,661,2,1,18,285,52
"Alnwick",10b,761,798,0,0,11,183,114
"Alston",10b,869,872,0,0,1,20,116
"Tynemouth",10b,347,562,3,10,9,1592,223
"Rothbury",10b,857,868,1,2,4,50,370
"Glendale",10b,843,856,2,0,3,74,412
"Newcastle upon Tyne",10b,1,346,0,2,22,2546,445
"Carlisle",10b,943,1029,0,2,14,509,512
"Castle Ward",10b,563,600,0,0,7,225,516
"Cockermouth",10b,1067,1171,3,2,19,586,560
"Morpeth",10b,683,760,1,4,14,466,691
"Longtown",10b,927,941,0,0,6,52,742
"Kendal (1837-1937)",10b,1315,1393,1,6,27,312,754
"East Ward",10b,1271,1301,0,0,11,112,811
"Belford",10b,799,813,0,3,4,75,858
"Bellingham",10b,677,681,0,0,2,16,859
"Berwick",10b,815,842,0,1,6,145,865
"Bootle Cul",10b,1251,1269,0,0,4,93,896
"Brampton",10b,913,925,0,0,5,52,915
"Penrith",10b,873,911,0,0,10,167,962
"West Ward",10b,1303,1313,1,0,5,30,1059
"Whitehaven",10b,1173,1250,0,1,12,468,1070
"Wigton",10b,1031,1065,0,1,11,146,1074
"Haverfordwest",11a,1827,1869,0,0,11,225,34
"Abergavenny",11a,83,119,0,0,6,231,105
"Swansea",11a,1401,1558,4,3,11,1092,340
"Gower",11a,1559,1575,0,0,6,60,422
"Narberth",11a,1749,1776,0,0,7,122,437
"Neath (1837-1970)",11a,1275,1362,2,4,10,573,438
"Newport M",11a,295,445,0,11,11,1037,454
"Cardiff (1837-1974)",11a,447,753,4,4,28,2148,507
"Carmarthen",11a,1697,1747,0,2,14,242,513
"Chepstow",11a,1,32,0,2,12,124,531
"Merthyr Tydfil",11a,1005,1183,1,2,15,1238,675
"Monmouth (1837-1939)",11a,33,81,0,0,14,223,689
"Llandilofawr",11a,1667,1695,6,0,5,164,733
"Llandovery",11a,1649,1665,1,0,4,80,734
"Llanelly (to 1974)",11a,1577,1648,0,2,14,399,736
"Bedwellty",11a,121,219,0,1,6,717,857
"Bridgend",11a,1185,1273,0,1,10,587,921
"Pembroke",11a,1777,1825,2,0,14,204,958
"Pontardawe",11a,1363,1400,4,2,5,218,978
"Pontypool",11a,220,294,0,0,11,472,980
"Pontypridd",11a,755,1004,4,0,18,1797,981
"Hay",11b,183,198,0,0,5,72,37
"Holyhead",11b,967,995,2,0,4,171,67
"Holywell",11b,383,449,0,2,14,388,68
"Aberayron",11b,43,52,0,0,4,27,103
"Aberystwyth",11b,53,78,0,0,7,115,106
"Anglesey (1837-1937)",11b,947,965,0,0,5,92,126
"Ffestiniog",11b,705,747,0,3,8,245,158
"Forden",11b,317,344,0,2,10,104,164
"Tregaron",11b,79,85,1,0,3,23,218
"Rhayader",11b,225,249,1,3,7,115,352
"Ruthin",11b,549,580,1,2,10,138,379
"St Asaph",11b,581,625,0,0,10,235,384
"Newcastle in Emlyn",11b,19,30,0,3,3,54,443
"Newtown",11b,271,316,2,1,10,251,459
"Cardigan",11b,1,17,0,0,5,72,508
"Carnarvon",11b,779,836,0,0,8,375,514
"Conway (to 1937)",11b,899,948,0,2,16,210,565
"Corwen",11b,649,671,0,0,4,130,569
"Crickhowell",11b,143,184,0,1,6,265,576
"Dolgelly",11b,685,703,0,0,3,110,597
"Machynlleth",11b,251,269,3,0,4,101,641
"Lampeter",11b,31,42,0,0,4,40,702
"Llanfyllin",11b,345,381,1,1,13,138,737
"Llanrwst",11b,627,647,0,0,3,124,738
"Knighton",11b,199,224,0,0,9,96,779
"Bala",11b,673,683,0,0,3,52,831
"Bangor",11b,837,898,1,0,10,384,833
"Brecknock",11b,101,142,0,1,14,160,916
"Builth",11b,87,99,0,0,4,52,938
"Pwllheli (to 1937)",11b,749,777,0,0,7,136,994
"Wrexham (1837-1974)",11b,451,547,0,6,14,612,1105